City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Xunchang,CN,2022-04-17 17:48:53,28.4543,104.715,50.79,95,100,1.21
281,Grindavik,IS,2022-04-17 17:48:54,63.8424,-22.4338,46.35,61,75,11.5
282,Paka,MY,2022-04-17 17:48:54,4.6374,103.4368,80.53,94,87,0.0
283,Christchurch,NZ,2022-04-17 17:44:41,-43.5333,172.6333,54.91,83,80,6.91
284,Chengam,IN,2022-04-17 17:48:54,12.3,78.8,82.29,69,96,2.57
285,Yarada,IN,2022-04-17 17:48:55,17.65,83.2667,84.52,84,75,2.3
286,Laguna,US,2022-04-17 17:48:55,38.421,-121.4238,63.79,60,0,6.91
287,Erenhot,CN,2022-04-17 17:48:56,43.6475,111.9767,44.83,28,0,8.5
288,Sawtell,AU,2022-04-17 17:48:56,-30.3833,153.1,62.62,94,100,0.0
289,Tezu,IN,2022-04-17 17:45:11,27.9167,96.1667,63.21,94,100,8.12
290,Lata,PT,2022-04-17 17:48:57,40.1629,-8.3327,65.03,66,98,6.55
291,Chuy,UY,2022-04-17 17:48:57,-33.6971,-53.4616,69.75,54,94,10.02
292,Alappuzha,IN,2022-04-17 17:48:57,9.49,76.3264,82.36,77,72,3.02
293,Port-Gentil,GA,2022-04-17 17:48:58,-0.7193,8.7815,82.36,83,75,4.61
294,North Myrtle Beach,US,2022-04-17 17:48:58,33.816,-78.68,81.28,68,40,5.75
295,Bereda,ES,2022-04-17 17:48:58,43.2686,-7.5406,62.42,79,64,6.17
296,Pangoa,PE,2022-04-17 17:48:59,-12.1167,-73.0,81.25,60,82,2.59
297,Namatanai,PG,2022-04-17 17:48:39,-3.6667,152.4333,80.74,77,99,8.37
298,Narsaq,GL,2022-04-17 17:46:09,60.9167,-46.05,35.82,77,100,3.83
299,Zaysan,KZ,2022-04-17 17:48:59,47.4667,84.8667,53.55,20,3,6.17
300,Mbuguni,TZ,2022-04-17 17:49:00,-3.5667,36.95,69.75,87,92,5.7
301,New Norfolk,AU,2022-04-17 17:45:59,-42.7826,147.0587,59.67,62,100,0.56
302,Meulaboh,ID,2022-04-17 17:49:00,4.1363,96.1285,78.71,86,96,3.58
303,Mabamba,TZ,2022-04-17 17:49:00,-3.5983,30.5019,64.81,94,68,1.34
304,Prieska,ZA,2022-04-17 17:49:01,-29.6641,22.7474,68.45,44,66,7.61
305,Houffalize,BE,2022-04-17 17:49:01,50.1332,5.7889,59.76,66,0,6.42
306,Agirish,RU,2022-04-17 17:49:02,61.9247,63.0231,23.97,90,69,6.93
307,Channel-Port Aux Basques,CA,2022-04-17 17:49:02,47.5702,-59.1367,39.67,99,91,13.58
308,Talnakh,RU,2022-04-17 17:49:02,69.4865,88.3972,7.21,97,100,7.11
309,Provideniya,RU,2022-04-17 17:49:03,64.3833,-173.3,29.7,96,100,16.15
310,Ulaanbaatar,MN,2022-04-17 17:49:03,47.9077,106.8832,26.73,68,0,2.24
311,Buchanan,LR,2022-04-17 17:49:03,5.8808,-10.0467,79.95,77,100,6.49
312,Jose De Freitas,BR,2022-04-17 17:49:04,-4.7564,-42.5756,86.95,73,100,1.43
313,Niamey,NE,2022-04-17 17:46:16,13.5137,2.1098,100.69,8,74,16.11
314,Avera,US,2022-04-17 17:49:04,33.194,-82.5271,78.31,48,66,0.56
315,Zhigansk,RU,2022-04-17 17:49:04,66.7697,123.3711,26.01,84,100,30.09
316,Metro,ID,2022-04-17 17:50:05,-5.1131,105.3067,75.49,88,31,1.25
317,Teknaf,BD,2022-04-17 17:50:05,20.8624,92.3058,79.86,89,8,2.37
318,Pangnirtung,CA,2022-04-17 17:47:17,66.1451,-65.7125,6.8,85,100,6.91
319,Severo-Kurilsk,RU,2022-04-17 17:50:06,50.6789,156.125,28.53,80,41,10.65
320,Raga,SS,2022-04-17 17:50:07,8.4596,25.678,88.59,33,66,4.43
321,Copparo,IT,2022-04-17 17:50:07,44.893,11.8249,59.04,33,0,5.75
322,Pundaguitan,PH,2022-04-17 17:50:08,6.3711,126.1689,80.85,76,94,3.4
323,Akyab,MM,2022-04-17 17:50:08,20.15,92.9,81.91,85,11,3.91
324,Tecpan,GT,2022-04-17 17:50:09,14.7623,-90.9947,72.9,18,19,3.18
325,Codrington,AU,2022-04-17 17:50:09,-38.2667,141.9667,55.85,95,100,5.1
326,Lompoc,US,2022-04-17 17:50:10,34.6391,-120.4579,64.85,82,100,12.66
327,Nizwa,OM,2022-04-17 17:50:10,22.9333,57.5333,88.29,20,85,3.53
328,Taltal,CL,2022-04-17 17:49:48,-25.4,-70.4833,66.2,69,3,7.67
329,Comodoro Rivadavia,AR,2022-04-17 17:46:06,-45.8667,-67.5,69.66,37,0,14.97
330,Acari,PE,2022-04-17 17:50:11,-15.4311,-74.6158,79.38,50,63,10.89
331,Kaspiysk,RU,2022-04-17 17:50:11,42.8816,47.6392,48.38,87,2,7.0
332,Aleksandrov Gay,RU,2022-04-17 17:50:11,50.147,48.5704,55.6,66,100,4.65
333,Souillac,MU,2022-04-17 17:50:12,-20.5167,57.5167,79.18,94,75,3.44
334,Bilibino,RU,2022-04-17 17:50:12,68.0546,166.4372,12.58,96,100,2.19
335,Praia,CV,2022-04-17 17:50:13,14.9215,-23.5087,79.34,57,20,18.41
336,Wilmington,US,2022-04-17 17:48:48,34.2257,-77.9447,75.94,71,75,17.27
337,Saldanha,ZA,2022-04-17 17:48:06,-33.0117,17.9442,66.25,82,1,13.2
338,Kaeo,NZ,2022-04-17 17:50:13,-35.1,173.7833,65.32,97,100,16.8
339,Sola,VU,2022-04-17 17:50:13,-13.8833,167.55,81.46,73,89,4.41
340,Camacha,PT,2022-04-17 17:50:14,33.0833,-16.3333,63.82,72,20,16.11
341,Komsomolskiy,UZ,2022-04-17 17:50:14,40.4272,71.7189,66.92,39,31,6.91
342,Winnemucca,US,2022-04-17 17:50:14,40.973,-117.7357,51.85,40,0,0.0
343,Aripuana,BR,2022-04-17 17:45:26,-9.1667,-60.6333,79.57,89,99,2.62
344,Askiz,RU,2022-04-17 17:50:15,53.1319,90.5264,53.58,66,97,6.46
345,Banda Aceh,ID,2022-04-17 17:50:15,5.5577,95.3222,79.79,78,68,5.06
346,Navalmoral De La Mata,ES,2022-04-17 17:50:15,39.8916,-5.5406,72.1,59,100,4.79
347,Bengkulu,ID,2022-04-17 17:48:01,-3.8004,102.2655,77.02,90,47,3.65
348,Hovd,MN,2022-04-17 17:50:16,48.0056,91.6419,44.76,25,0,3.51
349,Svetlogorsk,BY,2022-04-17 17:50:16,52.6333,29.7333,36.97,64,100,10.67
350,Palembang,ID,2022-04-17 17:50:17,-2.9167,104.7458,78.89,94,75,3.44
351,Nyurba,RU,2022-04-17 17:50:17,63.2842,118.3319,32.86,98,100,10.56
352,Carutapera,BR,2022-04-17 17:50:17,-1.195,-46.02,83.39,74,71,5.93
353,Seljord,NO,2022-04-17 17:50:18,59.4894,8.634,56.41,70,93,2.3
354,Prince Rupert,CA,2022-04-17 17:50:18,54.3161,-130.3201,44.69,53,0,10.36
355,Kuching,MY,2022-04-17 17:50:18,1.55,110.3333,79.02,94,20,3.0
356,Conceicao Do Araguaia,BR,2022-04-17 17:50:19,-8.2578,-49.2647,82.38,74,98,5.26
357,Mingguang,CN,2022-04-17 17:50:19,32.7802,117.9638,57.33,54,100,6.89
358,Puerto Madryn,AR,2022-04-17 17:50:19,-42.7692,-65.0385,64.96,60,13,22.19
359,Milkovo,RU,2022-04-17 17:50:20,54.7167,158.6167,23.74,88,100,2.42
360,Muros,ES,2022-04-17 17:51:20,42.7762,-9.0603,69.67,73,35,13.87
361,Tawang,IN,2022-04-17 17:51:20,27.5833,91.8667,43.5,89,69,2.48
362,Lukuledi,TZ,2022-04-17 17:51:21,-10.5667,38.8,71.51,97,12,2.62
363,Haines Junction,CA,2022-04-17 17:51:21,60.7522,-137.5108,26.55,46,94,2.3
364,Kandrian,PG,2022-04-17 17:51:21,-6.2167,149.55,77.47,88,100,4.9
365,Ustye,RU,2022-04-17 17:51:22,59.6304,39.736,30.99,92,90,3.2
366,Weiser,US,2022-04-17 17:51:22,44.251,-116.9693,45.86,63,98,3.51
367,Luau,AO,2022-04-17 17:51:22,-10.7073,22.2247,67.42,92,86,2.17
368,Palau,PW,2022-04-17 17:51:23,7.503,134.621,73.36,100,75,0.0
369,Mayya,RU,2022-04-17 17:51:23,61.7333,130.2811,20.52,87,32,6.31
370,Kijang,KR,2022-04-17 17:51:23,35.2442,129.2139,51.53,37,100,4.5
371,Chenghai,CN,2022-04-17 17:51:24,23.4632,116.768,66.11,68,75,6.71
372,Amalapuram,IN,2022-04-17 17:51:24,16.5833,82.0167,75.09,71,57,5.39
373,Trairi,BR,2022-04-17 17:51:24,-3.2778,-39.2689,83.89,73,77,8.57
374,Vikulovo,RU,2022-04-17 17:51:25,56.8167,70.6107,35.2,81,43,7.02
375,Sadove,UA,2022-04-17 17:51:25,46.2487,30.1795,47.16,49,100,13.31
376,Beloha,MG,2022-04-17 17:51:25,-25.1667,45.05,73.8,84,55,13.8
377,Sovetskiy,RU,2022-04-17 17:51:26,61.3614,63.5842,22.98,92,37,4.72
378,Santa Isabel Do Rio Negro,BR,2022-04-17 17:51:26,-0.4139,-65.0192,90.63,52,88,4.56
379,Ulladulla,AU,2022-04-17 17:51:26,-35.35,150.4667,56.3,73,89,7.14
380,Maceio,BR,2022-04-17 17:51:11,-9.6658,-35.7353,85.44,70,75,11.5
381,Beroroha,MG,2022-04-17 17:51:27,-21.6667,45.1667,80.33,52,23,3.98
382,Saint George,US,2022-04-17 17:51:27,37.1041,-113.5841,72.63,22,0,1.99
383,Port Blair,IN,2022-04-17 17:47:56,11.6667,92.75,80.64,89,20,2.3
384,Hirara,JP,2022-04-17 17:51:27,24.8,125.2833,70.56,68,66,9.73
385,Awbari,LY,2022-04-17 17:51:28,26.5921,12.7805,69.8,28,85,8.52
386,Bilma,NE,2022-04-17 17:51:28,18.6853,12.9164,90.01,7,37,8.08
387,Bitung,ID,2022-04-17 17:51:29,1.4451,125.1824,76.05,82,100,4.03
388,Kindia,GN,2022-04-17 17:51:29,10.0569,-12.8658,95.58,25,48,6.98
389,Grafton,US,2022-04-17 17:51:29,42.207,-71.6856,46.51,52,75,18.41
390,Qiongshan,CN,2022-04-17 17:51:29,20.0058,110.3542,75.18,94,75,11.18
391,Padang,ID,2022-04-17 17:51:30,-0.9492,100.3543,78.6,90,97,3.51
392,Raahe,FI,2022-04-17 17:51:30,64.6833,24.4833,37.49,96,86,5.79
393,Honningsvag,NO,2022-04-17 17:51:30,70.9821,25.9704,40.75,93,100,27.63
394,Saint-Francois,FR,2022-04-17 17:50:25,46.4154,3.9054,63.84,39,0,5.75
395,Saint-Tite,CA,2022-04-17 17:51:31,46.7334,-72.5658,43.02,67,75,10.16
396,Port Lincoln,AU,2022-04-17 17:46:36,-34.7333,135.8667,61.75,78,100,10.78
397,Casper,US,2022-04-17 17:50:10,42.8666,-106.3131,46.72,40,0,20.71
398,Pestravka,RU,2022-04-17 17:51:31,52.405,49.9583,53.28,74,84,4.34
399,Henties Bay,NA,2022-04-17 17:51:32,-22.116,14.2845,63.0,76,21,8.52
400,Neulengbach,AT,2022-04-17 17:51:32,48.1974,15.9022,53.58,57,41,1.19
401,Kilgore,US,2022-04-17 17:49:14,32.3863,-94.8758,77.14,88,100,0.0
402,Turkan,AZ,2022-04-17 17:51:32,40.3639,50.215,53.78,82,0,9.22
403,Rock Sound,BS,2022-04-17 17:51:33,24.9,-76.2,76.62,77,41,13.89
404,Bara,NG,2022-04-17 17:51:33,10.3744,10.7288,84.54,52,74,10.58
405,Samaro,PK,2022-04-17 17:51:33,25.2815,69.3965,86.41,48,2,13.94
406,La Ronge,CA,2022-04-17 17:51:34,55.1001,-105.2842,34.02,51,75,5.75
407,Dalvik,IS,2022-04-17 17:49:51,65.9702,-18.5286,55.33,92,99,3.53
408,Cutlerville,US,2022-04-17 17:52:34,42.8409,-85.6636,44.33,47,8,3.0
409,Uvalde,US,2022-04-17 17:52:34,29.3669,-99.767,85.12,38,100,6.91
410,High Level,CA,2022-04-17 17:52:35,58.5169,-117.136,12.31,85,100,14.97
411,Dogondoutchi,NE,2022-04-17 17:52:35,13.6393,4.0287,94.06,8,67,11.99
412,Kieta,PG,2022-04-17 17:52:35,-6.2167,155.6333,78.55,85,99,3.36
413,Gold Coast,AU,2022-04-17 17:48:52,-28.0,153.4333,66.27,87,100,5.75
414,Marsa Matruh,EG,2022-04-17 17:52:36,31.3525,27.2453,73.6,40,100,12.66
415,Nagato,JP,2022-04-17 17:52:36,34.3833,131.2,49.19,49,100,2.19
416,Doha,QA,2022-04-17 17:50:38,25.2867,51.5333,84.18,19,0,14.97
417,Santona,ES,2022-04-17 17:52:37,43.4439,-3.4576,61.59,72,100,8.61
418,Vzmorye,RU,2022-04-17 17:52:37,54.6961,20.2361,41.09,71,73,7.25
419,Galesong,ID,2022-04-17 17:52:37,-5.3166,119.3661,77.02,85,100,6.2
420,Fort-Shevchenko,KZ,2022-04-17 17:52:38,44.5086,50.263,57.09,63,0,8.12
421,Ilulissat,GL,2022-04-17 17:52:38,69.2167,-51.1,7.02,86,18,4.81
422,Dicabisagan,PH,2022-04-17 17:52:38,17.0818,122.4157,76.19,88,92,7.29
423,Jiwani,PK,2022-04-17 17:52:39,25.05,61.7417,82.35,76,12,15.68
424,Yuyao,CN,2022-04-17 17:52:39,30.05,121.1494,55.17,73,100,3.62
425,Raudeberg,NO,2022-04-17 17:52:39,61.9875,5.1352,48.87,81,98,18.12
426,Atasu,KZ,2022-04-17 17:52:40,48.6814,71.6433,61.25,22,71,9.53
427,Guarapari,BR,2022-04-17 17:52:40,-20.6667,-40.4975,77.9,61,0,12.84
428,Loviisa,FI,2022-04-17 17:52:40,60.4566,26.2251,39.29,86,100,5.73
429,Karachi,PK,2022-04-17 17:49:35,24.9056,67.0822,82.22,74,40,9.22
430,Ampanihy,MG,2022-04-17 17:52:41,-24.7,44.75,73.44,84,79,13.58
431,Pontianak,ID,2022-04-17 17:52:41,-0.0333,109.3333,78.78,88,75,2.3
432,Mayo,US,2022-04-17 17:52:41,38.8876,-76.5119,57.67,40,20,14.97
433,Sao Joao Da Barra,BR,2022-04-17 17:48:35,-21.6403,-41.0511,80.69,63,17,15.37
434,Sembe,CG,2022-04-17 17:52:42,1.6481,14.5806,73.58,92,79,2.8
435,Katakwi,UG,2022-04-17 17:52:42,1.8911,33.9661,70.05,78,92,7.85
436,Paredon,MX,2022-04-17 17:52:42,16.0333,-93.8667,88.11,60,19,11.92
437,Shingu,JP,2022-04-17 17:52:23,33.7333,135.9833,56.82,89,92,5.82
438,Srednekolymsk,RU,2022-04-17 17:52:23,67.45,153.6833,2.16,98,98,5.3
439,Nandgaon,IN,2022-04-17 17:52:43,20.3167,74.65,88.14,26,14,9.78
440,Chenzhou,CN,2022-04-17 17:52:43,25.8,113.0333,52.25,98,100,3.67
441,Port-Cartier,CA,2022-04-17 17:52:44,50.0334,-66.8654,36.75,80,98,3.76
442,Newport,GB,2022-04-17 17:52:44,51.5877,-2.9984,60.91,80,100,14.7
443,Huarmey,PE,2022-04-17 17:52:44,-10.0681,-78.1522,72.81,71,20,11.65
444,Burnie,AU,2022-04-17 17:52:45,-41.0667,145.9167,56.8,91,100,6.78
445,Nalut,LY,2022-04-17 17:52:45,30.3333,10.85,67.69,25,0,10.29
446,Luderitz,NA,2022-04-17 17:52:46,-26.6481,15.1594,65.44,65,0,10.16
447,Puerto Del Rosario,ES,2022-04-17 17:52:46,28.5004,-13.8627,76.75,50,40,16.11
448,Garbolovo,RU,2022-04-17 17:52:46,60.3413,30.4955,35.33,84,91,5.35
449,Labuhan,ID,2022-04-17 17:52:47,-6.8844,112.2051,80.51,83,75,2.8
450,Brokopondo,SR,2022-04-17 17:52:47,4.75,-55.1667,83.71,66,61,3.94
451,Luganville,VU,2022-04-17 17:52:47,-15.5333,167.1667,77.68,85,63,2.86
452,Clearlake,US,2022-04-17 17:53:08,38.9582,-122.6264,57.34,51,50,2.82
453,Rio Grande,BR,2022-04-17 17:53:48,-32.035,-52.0986,78.91,61,88,12.28
454,Torata,PE,2022-04-17 17:53:48,-17.0769,-70.8433,69.3,29,69,9.17
455,Bela,IN,2022-04-17 17:53:48,25.9333,81.9833,88.14,9,0,4.07
456,Axim,GH,2022-04-17 17:53:49,4.8699,-2.2405,79.79,83,96,10.67
457,Rockland,US,2022-04-17 17:53:49,41.1668,-74.0496,49.86,39,49,5.01
458,Boke,GN,2022-04-17 17:53:49,10.9409,-14.2967,87.51,43,66,13.53
459,Karancslapujto,HU,2022-04-17 17:53:50,48.15,19.7333,43.47,53,94,7.36
460,Broome,US,2022-04-17 17:53:50,42.2506,-75.833,42.62,60,100,8.99
461,Connersville,US,2022-04-17 17:53:50,39.6412,-85.1411,47.62,48,92,7.0
462,Tigil,RU,2022-04-17 17:53:51,57.8,158.6667,14.31,98,100,4.52
463,Tupiza,BO,2022-04-17 17:53:51,-21.45,-65.7167,64.83,15,2,3.65
464,Berdigestyakh,RU,2022-04-17 17:53:51,62.0989,126.6992,20.68,86,60,9.24
465,Cuenca,EC,2022-04-17 17:50:51,-2.8833,-78.9833,66.33,59,75,4.61
466,The Valley,AI,2022-04-17 17:53:52,18.217,-63.0578,84.34,61,20,18.41
467,Shawville,CA,2022-04-17 17:53:52,45.6001,-76.4827,46.81,38,76,14.27
468,Lapao,BR,2022-04-17 17:53:53,-11.3833,-41.8319,79.21,65,96,11.77
469,Chara,RU,2022-04-17 17:53:53,56.9064,118.2631,26.87,94,100,3.78
470,Opuwo,NA,2022-04-17 17:53:53,-18.0607,13.84,77.22,39,35,3.76
471,Tuy Hoa,VN,2022-04-17 17:53:54,13.0833,109.3,75.0,92,22,3.53
472,Natal,BR,2022-04-17 17:50:20,-5.795,-35.2094,88.02,70,75,13.8
473,Dumas,US,2022-04-17 17:53:54,35.8656,-101.9732,72.61,29,0,9.22
474,Sept-Iles,CA,2022-04-17 17:51:14,50.2001,-66.3821,37.06,79,100,13.8
475,Sidi Ali,DZ,2022-04-17 17:53:55,36.0998,0.4206,63.75,65,0,5.91
476,Abbeville,FR,2022-04-17 17:53:55,50.1,1.8333,64.36,72,26,8.03
477,Ranong,TH,2022-04-17 17:53:55,9.9658,98.6348,79.57,87,54,2.42
478,Teya,RU,2022-04-17 17:53:56,60.3778,92.6267,31.8,91,100,9.55
479,Salmas,IR,2022-04-17 17:53:56,38.1973,44.7653,51.98,39,1,2.73
480,Liverpool,GB,2022-04-17 17:51:01,53.4106,-2.9779,64.65,66,20,13.8
481,San Eduardo,PH,2022-04-17 17:53:57,12.1679,125.4503,79.07,78,50,8.99
482,Sotouboua,TG,2022-04-17 17:53:57,8.5667,0.9833,86.61,47,48,2.98
483,Arandis,NA,2022-04-17 17:53:57,-22.4167,14.9667,72.99,36,16,5.99
484,Kununurra,AU,2022-04-17 17:53:58,-15.7667,128.7333,75.18,94,43,2.3
485,Pisco,PE,2022-04-17 17:53:58,-13.7,-76.2167,69.03,77,0,10.36
486,Acapulco,MX,2022-04-17 17:52:28,16.8634,-99.8901,86.92,46,51,8.86
487,Bulgan,MN,2022-04-17 17:53:58,48.8125,103.5347,39.58,45,31,4.85
488,Port Hardy,CA,2022-04-17 17:53:59,50.6996,-127.4199,44.78,70,20,18.41
489,Turan,VN,2022-04-17 17:52:54,16.0678,108.2208,76.98,88,20,3.44
490,La Macarena,CO,2022-04-17 17:53:59,2.1837,-73.7849,82.02,70,98,3.24
491,Mafra,BR,2022-04-17 17:53:59,-26.1114,-49.8053,70.66,42,1,2.1
492,Aitape,PG,2022-04-17 17:54:00,-3.1374,142.3475,77.56,89,84,2.24
493,Peniche,PT,2022-04-17 17:54:00,39.3558,-9.3811,66.29,84,95,21.25
494,Santa Rosa,PH,2022-04-17 17:54:01,14.3122,121.1114,82.38,75,20,9.6
495,Tucurui,BR,2022-04-17 17:54:01,-3.7661,-49.6725,85.62,74,85,1.03
496,Atar,MR,2022-04-17 17:54:01,20.5169,-13.0499,99.66,8,15,8.05
497,Pacific Grove,US,2022-04-17 17:54:02,36.6177,-121.9166,58.55,76,2,10.0
498,Nuevitas,CU,2022-04-17 17:55:02,21.5453,-77.2644,83.84,52,37,0.6
499,Kosterevo,RU,2022-04-17 17:55:03,55.9299,39.6144,32.79,82,82,4.54
500,Pampierstad,ZA,2022-04-17 17:55:04,-27.7832,24.6877,60.24,76,43,8.97
501,Nouakchott,MR,2022-04-17 17:55:05,18.0858,-15.9785,69.73,77,69,19.15
502,Ituiutaba,BR,2022-04-17 17:55:05,-18.9689,-49.465,83.61,40,1,3.4
503,Kathmandu,NP,2022-04-17 17:50:33,27.7167,85.3167,66.42,42,20,2.3
504,Matagami,CA,2022-04-17 17:55:05,49.7502,-77.6328,24.91,68,100,13.8
505,Half Moon Bay,US,2022-04-17 17:55:06,37.4636,-122.4286,61.75,63,0,9.22
506,Catacamas,HN,2022-04-17 17:52:29,14.8,-85.9,100.81,38,20,4.61
507,Capitao Poco,BR,2022-04-17 17:55:06,-1.7464,-47.0594,82.13,85,86,4.56
508,Ried,DE,2022-04-17 17:55:07,48.477,11.2606,52.66,66,67,4.76
509,Boa Vista,BR,2022-04-17 17:54:56,2.8197,-60.6733,89.58,48,75,11.5
510,Rey Bouba,CM,2022-04-17 17:55:07,8.6724,14.1786,95.38,33,49,1.79
511,Sergeyevka,KZ,2022-04-17 17:55:07,53.88,67.4158,47.08,45,52,8.41
512,Adrar,MR,2022-04-17 17:55:08,20.5022,-10.0711,92.48,8,4,9.73
513,Pocosol,CR,2022-04-17 17:55:08,10.3667,-84.6167,86.0,49,99,4.65
514,Vierzon,FR,2022-04-17 17:54:16,47.2101,2.0625,70.39,67,26,7.07
515,Vaasa,FI,2022-04-17 17:55:09,63.096,21.6158,42.82,75,0,3.44
516,Cehegin,ES,2022-04-17 17:55:09,38.0924,-1.7985,68.68,47,33,9.46
517,Ankang,CN,2022-04-17 17:55:09,32.68,109.0172,50.16,82,100,2.17
518,Saint-Denis,FR,2022-04-17 17:55:10,48.9167,2.3333,67.28,31,0,10.36
519,Hirna,ET,2022-04-17 17:55:10,9.2167,41.1,69.04,57,84,5.86
520,Berbera,SO,2022-04-17 17:55:10,10.4396,45.0143,82.15,84,87,6.76
521,Dospat,BG,2022-04-17 17:55:11,41.65,24.1667,35.31,97,100,5.53
522,Tshela,CD,2022-04-17 17:55:11,-4.9833,12.9333,75.97,95,63,0.72
523,Olavarria,AR,2022-04-17 17:55:11,-36.8927,-60.3225,66.02,72,100,7.02
524,Tacuati,PY,2022-04-17 17:55:12,-23.45,-56.5833,79.63,38,88,2.24
525,Worland,US,2022-04-17 17:55:12,44.0169,-107.9554,46.6,33,44,11.01
526,Katsuura,JP,2022-04-17 17:55:13,35.1333,140.3,58.35,72,73,6.29
527,Inhambane,MZ,2022-04-17 17:55:13,-23.865,35.3833,72.75,91,95,7.29
528,Janossomorja,HU,2022-04-17 17:55:13,47.7862,17.136,50.09,47,88,13.27
529,Faya,SA,2022-04-17 17:55:14,18.3851,42.4509,69.91,32,82,1.3
530,Jadu,LY,2022-04-17 17:55:14,31.953,12.0261,61.11,40,0,12.12
531,Yurimaguas,PE,2022-04-17 17:55:14,-5.9,-76.0833,87.96,62,40,0.0
532,Khabary,RU,2022-04-17 17:55:15,53.6259,79.5345,53.35,56,89,6.58
533,Skibbereen,IE,2022-04-17 17:55:15,51.55,-9.2667,52.11,82,19,19.22
534,Takoradi,GH,2022-04-17 17:55:15,4.8845,-1.7554,80.71,82,99,12.64
535,Agadez,NE,2022-04-17 17:55:16,19.75,10.25,82.87,12,99,8.99
536,Kedrovyy,RU,2022-04-17 17:55:16,56.1667,91.8167,55.81,93,100,5.1
537,Joyabaj,GT,2022-04-17 17:55:16,14.995,-90.8061,86.56,18,17,5.75
538,Gauripur,IN,2022-04-17 17:55:17,26.0835,89.9616,76.51,71,12,4.79
539,Arcata,US,2022-04-17 17:55:17,40.8665,-124.0828,55.2,69,100,7.0
540,Khani,GE,2022-04-17 17:55:17,41.9563,42.9566,54.97,68,22,8.99
541,Coahuayana,MX,2022-04-17 17:55:18,18.7333,-103.6833,89.44,49,91,8.12
542,Formosa,AR,2022-04-17 17:56:18,-26.1775,-58.1781,76.98,50,0,5.75
543,Belle Fourche,US,2022-04-17 17:56:18,44.6714,-103.8522,44.33,41,52,33.2
544,Goure,NE,2022-04-17 17:56:19,13.9835,10.2704,91.65,15,70,6.82
545,Wangqing,CN,2022-04-17 17:56:19,43.3218,129.7634,38.79,42,85,2.44
546,Ussel,FR,2022-04-17 17:56:19,45.55,2.3167,56.03,48,26,5.99
547,Praya,CV,2022-04-17 17:56:20,14.9215,-23.5087,79.34,57,20,18.41
548,Krasnyy Oktyabr,RU,2022-04-17 17:56:20,56.1167,38.8833,32.04,80,72,5.73
549,Mohanur,IN,2022-04-17 17:56:20,11.0833,78.1667,84.81,66,53,6.67
550,Tougue,GN,2022-04-17 17:56:21,11.4667,-11.6,94.01,16,72,3.87
551,Antofagasta,CL,2022-04-17 17:56:21,-23.65,-70.4,66.45,69,17,8.28
552,Mehamn,NO,2022-04-17 17:56:22,71.0357,27.8492,40.95,93,100,19.57
553,Tonantins,BR,2022-04-17 17:56:22,-2.8731,-67.8022,84.04,80,81,2.73
554,Atambua,ID,2022-04-17 17:56:22,-9.1061,124.8925,74.19,88,100,3.31
555,Zavetnoye,RU,2022-04-17 17:56:23,47.1194,43.8903,57.61,51,77,8.9
556,Isiro,CD,2022-04-17 17:56:23,2.7739,27.616,71.82,82,100,0.72
557,Kokstad,ZA,2022-04-17 17:56:23,-30.5472,29.4241,50.74,94,87,3.42
558,Lieto,FI,2022-04-17 17:56:24,60.5103,22.4618,43.07,74,0,6.91
559,Tres Arroyos,AR,2022-04-17 17:56:24,-38.3739,-60.2798,71.35,43,81,7.09
560,Magistralnyy,RU,2022-04-17 17:56:24,56.1725,107.4458,38.41,91,100,5.53
561,Preobrazheniye,RU,2022-04-17 17:56:25,42.9019,133.9064,40.82,83,94,2.21
562,Lagunas,PE,2022-04-17 17:56:25,-5.2269,-75.6753,84.04,76,50,4.27
